CustomerID,Name,Email,Phone,City,Country,CustomerType,SalesmanID,JoiningDateTime,ContactDept,CompanyName,Source,SalesmanName
1838,John Patel,john.patel315@yahoo.com,9.72E+11,Fujairah,UAE,Residential,N/A,20/01/2025 0:00,N/A,N/A,Website/Desktop,N/A
2095,Sara Ali,sara.ali420@gmail.com,9.72E+11,Sharjah,UAE,Residential,N/A,16/01/2025 0:00,N/A,N/A,Facebook,N/A
2121,Michael Smith,michael.smith370@yahoo.com,9.72E+11,Ajman,UAE,Residential,N/A,01/01/2023 0:00,N/A,N/A,Facebook,N/A
2129,Maria Hassan,maria.hassan61@hotmail.com,9.72E+11,Dubai,UAE,Residential,N/A,18/02/2025 0:00,N/A,N/A,Facebook,N/A
2179,Aisha Sharma,aisha.sharma682@hotmail.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,28/03/2025 0:00,N/A,N/A,Facebook,N/A
CUST0381,Yusuf Hashmi,yusuf.hashmi509@hotmail.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S014,02/04/2023 0:00,N/A,N/A,SalesTeam,Yasmin
CUST0528,Omar Mohamed,omar.mohamed255@yahoo.com,9.72E+11,Sharjah,UAE,Residential,S006,11/11/2025 0:00,N/A,N/A,SalesTeam,Noura
CUST0529,Ahmed Hussain,ahmed.hussain973@gmail.com,9.72E+11,Dubai,UAE,Residential,S024,25/06/2023 0:00,N/A,N/A,SalesTeam,Dina
CUST0534,Aisha Hashmi,aisha.hashmi933@gmail.com,9.72E+11,Sharjah,UAE,Residential,S005,11/07/2023 0:00,N/A,N/A,SalesTeam,Jasim
1193,Ahmed Khan,ahmed.khan862@outlook.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,13/02/2023 0:00,N/A,N/A,Web/App,N/A
1378,Priya Carter,priya.carter643@outlook.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,10/09/2025 0:00,N/A,N/A,Web/App,N/A
1712,Aisha Patel,aisha.patel125@hotmail.com,9.72E+11,Sharjah,UAE,Residential,N/A,25/10/2025 0:00,N/A,N/A,Website/Desktop,N/A
1722,Sofia Gomez,sofia.gomez121@hotmail.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,24/10/2024 0:00,N/A,N/A,Website/Desktop,N/A
1948,Sara Hassan,sara.hassan911@outlook.com,9.72E+11,Dubai,UAE,Residential,N/A,20/09/2023 0:00,N/A,N/A,Website/Desktop,N/A
2119,Sam Gomez,sam.gomez220@hotmail.com,9.72E+11,Ajman,UAE,Residential,N/A,30/07/2024 0:00,N/A,N/A,Facebook,N/A
2220,Michael Ali,michael.ali752@yahoo.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,11/02/2024 0:00,N/A,N/A,Facebook,N/A
CUST0031,Said Rahman,said.rahman956@hotmail.com,9.72E+11,Dubai,UAE,Residential,S014,08/12/2025 0:00,N/A,N/A,SalesTeam,Yasmin
CUST0195,Mohammed Rahman,mohammed.rahman835@gmail.com,9.72E+11,Abu Dhabi,UAE,Residential,S018,20/11/2024 0:00,N/A,N/A,SalesTeam,Noor
CUST0448,Fatima Khan,fatima.khan91@hotmail.com,9.72E+11,Sharjah,UAE,Residential,S006,05/11/2023 0:00,N/A,N/A,SalesTeam,Noura
CUST0521,Sara Mohamed,sara.mohamed602@outlook.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S005,10/11/2025 0:00,N/A,N/A,SalesTeam,Jasim
CUST0578,Ahmed Ali,ahmed.ali602@yahoo.com,9.72E+11,Umm Al Quwain,UAE,Residential,S023,24/11/2025 0:00,N/A,N/A,SalesTeam,Saif
1056,Sara Watson,sara.watson257@outlook.com,9.72E+11,Fujairah,UAE,Residential,N/A,20/08/2025 0:00,N/A,N/A,Web/App,N/A
1242,David Watson,david.watson383@outlook.com,9.72E+11,Ras Al Khaimah,UAE,Residential,N/A,31/05/2025 0:00,N/A,N/A,Web/App,N/A
1364,Maria Khan,maria.khan6@gmail.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,26/08/2024 0:00,N/A,N/A,Web/App,N/A
1504,Sofia Watson,sofia.watson179@outlook.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,20/02/2024 0:00,N/A,N/A,Website/Desktop,N/A
1628,David Smith,david.smith966@gmail.com,9.72E+11,Ras Al Khaimah,UAE,Residential,N/A,09/04/2024 0:00,N/A,N/A,Website/Desktop,N/A
1771,Michael Gomez,michael.gomez421@hotmail.com,9.72E+11,Dubai,UAE,Residential,N/A,27/05/2023 0:00,N/A,N/A,Website/Desktop,N/A
1956,Aisha Gomez,aisha.gomez120@hotmail.com,9.72E+11,Fujairah,UAE,Residential,N/A,29/01/2023 0:00,N/A,N/A,Website/Desktop,N/A
1999,Sam Ali,sam.ali738@gmail.com,9.72E+11,Dubai,UAE,Residential,N/A,22/11/2023 0:00,N/A,N/A,Website/Desktop,N/A
2034,John Gomez,john.gomez101@yahoo.com,9.72E+11,Sharjah,UAE,Residential,N/A,10/10/2024 0:00,N/A,N/A,Facebook,N/A
CUST0158,Rania Fardan,rania.fardan471@yahoo.com,9.72E+11,Ajman,UAE,Residential,S015,18/01/2025 0:00,N/A,N/A,SalesTeam,Zaid
CUST0274,Sara Rahman,sara.rahman169@gmail.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S021,10/02/2023 0:00,N/A,N/A,SalesTeam,Farid
CUST0280,Sara Ali,sara.ali18@gmail.com,9.72E+11,Dubai,UAE,Residential,S005,10/05/2025 0:00,N/A,N/A,SalesTeam,Jasim
CUST0402,Mohammed Saeed,mohammed.saeed334@hotmail.com,9.72E+11,Abu Dhabi,UAE,Residential,S016,08/02/2024 0:00,N/A,N/A,SalesTeam,Leila
CUST0671,Omar Yacoub,omar.yacoub104@outlook.com,9.72E+11,Fujairah,UAE,Residential,S021,02/08/2023 0:00,N/A,N/A,SalesTeam,Farid
CUST0805,Noor Fardan,noor.fardan64@gmail.com,9.72E+11,Abu Dhabi,UAE,Residential,S018,16/01/2025 0:00,N/A,N/A,SalesTeam,Noor
CUST0862,Noor Yacoub,noor.yacoub917@yahoo.com,9.72E+11,Dubai,UAE,Residential,S018,25/05/2023 0:00,N/A,N/A,SalesTeam,Noor
CUST0992,Mohammed Yacoub,mohammed.yacoub393@outlook.com,9.72E+11,Sharjah,UAE,Residential,S016,26/10/2024 0:00,N/A,N/A,SalesTeam,Leila
1291,John Sharma,john.sharma214@hotmail.com,9.72E+11,Ras Al Khaimah,UAE,Residential,N/A,02/08/2023 0:00,N/A,N/A,Web/App,N/A
1457,John Hassan,john.hassan968@hotmail.com,9.72E+11,Dubai,UAE,Residential,N/A,14/01/2023 0:00,N/A,N/A,Web/App,N/A
1549,Maria Lee,maria.lee356@outlook.com,9.72E+11,Ajman,UAE,Residential,N/A,17/11/2023 0:00,N/A,N/A,Website/Desktop,N/A
1609,Maria Smith,maria.smith367@outlook.com,9.72E+11,Sharjah,UAE,Residential,N/A,16/07/2025 0:00,N/A,N/A,Website/Desktop,N/A
1822,Sara Lee,sara.lee812@gmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,01/04/2024 0:00,N/A,N/A,Website/Desktop,N/A
1849,Sara Lee,sara.lee163@gmail.com,9.72E+11,Dubai,UAE,Residential,N/A,09/02/2024 0:00,N/A,N/A,Website/Desktop,N/A
1871,Ahmed Khan,ahmed.khan486@outlook.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,29/01/2025 0:00,N/A,N/A,Website/Desktop,N/A
2048,Ahmed Sharma,ahmed.sharma651@outlook.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,22/03/2025 0:00,N/A,N/A,Facebook,N/A
2188,Maria Hassan,maria.hassan268@outlook.com,9.72E+11,Dubai,UAE,Residential,N/A,27/04/2025 0:00,N/A,N/A,Facebook,N/A
2238,Sofia Smith,sofia.smith139@gmail.com,9.72E+11,Dubai,UAE,Residential,N/A,13/07/2023 0:00,N/A,N/A,Facebook,N/A
CUST0269,Noor Nasser,noor.nasser217@gmail.com,9.72E+11,Ajman,UAE,Residential,S002,01/10/2024 0:00,N/A,N/A,SalesTeam,Sameer
CUST0279,Omar Khan,omar.khan494@outlook.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S002,26/02/2024 0:00,N/A,N/A,SalesTeam,Sameer
CUST0519,Sara Khan,sara.khan641@outlook.com,9.72E+11,Sharjah,UAE,Residential,S024,27/11/2024 0:00,N/A,N/A,SalesTeam,Dina
CUST0573,Noor Yacoub,noor.yacoub474@gmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,S017,08/03/2024 0:00,N/A,N/A,SalesTeam,Imran
CUST0613,Rania Rahman,rania.rahman354@outlook.com,9.72E+11,Dubai,UAE,Residential,S016,21/12/2023 0:00,N/A,N/A,SalesTeam,Leila
CUST0728,Yusuf Rahman,yusuf.rahman132@hotmail.com,9.72E+11,Abu Dhabi,UAE,Residential,S005,02/12/2023 0:00,N/A,N/A,SalesTeam,Jasim
CUST0824,Rania Khan,rania.khan740@outlook.com,9.72E+11,Sharjah,UAE,Residential,S023,09/07/2024 0:00,N/A,N/A,SalesTeam,Saif
CUST0838,Noor Nasser,noor.nasser408@gmail.com,9.72E+11,Fujairah,UAE,Residential,S007,25/06/2025 0:00,N/A,N/A,SalesTeam,Bilal
1053,Michael Patel,michael.patel226@hotmail.com,9.72E+11,Ras Al Khaimah,UAE,Residential,N/A,06/04/2024 0:00,N/A,N/A,Web/App,N/A
1057,Sofia Ali,sofia.ali806@hotmail.com,9.72E+11,Dubai,UAE,Residential,N/A,22/09/2023 0:00,N/A,N/A,Web/App,N/A
1240,David Carter,david.carter632@outlook.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,01/06/2023 0:00,N/A,N/A,Web/App,N/A
1358,Michael Ali,michael.ali336@gmail.com,9.72E+11,Dubai,UAE,Residential,N/A,27/03/2024 0:00,N/A,N/A,Web/App,N/A
1501,Aisha Sharma,aisha.sharma833@outlook.com,9.72E+11,Sharjah,UAE,Residential,N/A,25/12/2025 0:00,N/A,N/A,Website/Desktop,N/A
1547,Priya Patel,priya.patel668@yahoo.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,17/04/2024 0:00,N/A,N/A,Website/Desktop,N/A
1719,Aisha Patel,aisha.patel206@hotmail.com,9.72E+11,Ajman,UAE,Residential,N/A,08/10/2024 0:00,N/A,N/A,Website/Desktop,N/A
1837,David Hassan,david.hassan407@yahoo.com,9.72E+11,Sharjah,UAE,Residential,N/A,28/03/2024 0:00,N/A,N/A,Website/Desktop,N/A
2063,Emma Hassan,emma.hassan401@outlook.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,28/12/2025 0:00,N/A,N/A,Facebook,N/A
CUST0018,Mohammed Ali,mohammed.ali788@outlook.com,9.72E+11,Umm Al Quwain,UAE,Residential,S011,12/07/2025 0:00,N/A,N/A,SalesTeam,Khalid
CUST0036,Omar Ali,omar.ali465@gmail.com,9.72E+11,Sharjah,UAE,Residential,S004,02/04/2023 0:00,N/A,N/A,SalesTeam,Rohit
CUST0058,Mohammed Rahman,mohammed.rahman345@gmail.com,9.72E+11,Ajman,UAE,Residential,S013,20/01/2024 0:00,N/A,N/A,SalesTeam,Rami
CUST0266,Yusuf Nasser,yusuf.nasser688@hotmail.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S003,04/05/2025 0:00,N/A,N/A,SalesTeam,Fatima
CUST0426,Sara Nasser,sara.nasser240@hotmail.com,9.72E+11,Ajman,UAE,Residential,S021,21/09/2024 0:00,N/A,N/A,SalesTeam,Farid
CUST0488,Sara Khan,sara.khan660@hotmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,S008,14/03/2023 0:00,N/A,N/A,SalesTeam,Haya
CUST0586,Rania Saeed,rania.saeed14@hotmail.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S003,30/09/2025 0:00,N/A,N/A,SalesTeam,Fatima
CUST0685,Omar Ali,omar.ali827@gmail.com,9.72E+11,Dubai,UAE,Residential,S008,06/05/2024 0:00,N/A,N/A,SalesTeam,Haya
CUST0928,Said Hussain,said.hussain997@outlook.com,9.72E+11,Sharjah,UAE,Residential,S013,19/11/2023 0:00,N/A,N/A,SalesTeam,Rami
1121,Sara Sharma,sara.sharma476@gmail.com,9.72E+11,Ajman,UAE,Residential,N/A,27/09/2023 0:00,N/A,N/A,Web/App,N/A
1191,Aisha Carter,aisha.carter692@gmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,01/07/2023 0:00,N/A,N/A,Web/App,N/A
1361,Sofia Watson,sofia.watson923@yahoo.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,26/11/2023 0:00,N/A,N/A,Web/App,N/A
1479,Emma Patel,emma.patel656@gmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,15/05/2024 0:00,N/A,N/A,Web/App,N/A
1888,Sofia Lee,sofia.lee830@hotmail.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,04/07/2024 0:00,N/A,N/A,Website/Desktop,N/A
2133,Aisha Carter,aisha.carter945@hotmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,06/09/2023 0:00,N/A,N/A,Facebook,N/A
CUST0084,Noor Nasser,noor.nasser131@outlook.com,9.72E+11,Umm Al Quwain,UAE,Residential,S008,07/07/2023 0:00,N/A,N/A,SalesTeam,Haya
CUST0153,Ahmed Yacoub,ahmed.yacoub871@hotmail.com,9.72E+11,Fujairah,UAE,Residential,S012,29/11/2025 0:00,N/A,N/A,SalesTeam,Aisha
CUST0167,Noor Ali,noor.ali408@gmail.com,9.72E+11,Fujairah,UAE,Residential,S005,12/03/2024 0:00,N/A,N/A,SalesTeam,Jasim
CUST0196,Omar Mohamed,omar.mohamed775@yahoo.com,9.72E+11,Dubai,UAE,Residential,S019,21/12/2024 0:00,N/A,N/A,SalesTeam,Tariq
CUST0375,Mohammed Khan,mohammed.khan948@hotmail.com,9.72E+11,Fujairah,UAE,Residential,S018,07/01/2025 0:00,N/A,N/A,SalesTeam,Noor
CUST0552,Rania Saeed,rania.saeed835@outlook.com,9.72E+11,Ajman,UAE,Residential,S019,13/09/2025 0:00,N/A,N/A,SalesTeam,Tariq
CUST0584,Fatima Khan,fatima.khan113@outlook.com,9.72E+11,Abu Dhabi,UAE,Residential,S023,19/06/2025 0:00,N/A,N/A,SalesTeam,Saif
CUST0640,Omar Yacoub,omar.yacoub466@yahoo.com,9.72E+11,Fujairah,UAE,Residential,S012,03/01/2023 0:00,N/A,N/A,SalesTeam,Aisha
CUST0812,Ahmed Nasser,ahmed.nasser958@outlook.com,9.72E+11,Dubai,UAE,Residential,S002,15/12/2023 0:00,N/A,N/A,SalesTeam,Sameer
1110,Sofia Sharma,sofia.sharma67@gmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,29/06/2025 0:00,N/A,N/A,Web/App,N/A
1122,Sara Carter,sara.carter366@hotmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,26/07/2025 0:00,N/A,N/A,Web/App,N/A
1304,Maria Ali,maria.ali188@hotmail.com,9.72E+11,Dubai,UAE,Residential,N/A,16/05/2024 0:00,N/A,N/A,Web/App,N/A
1711,John Gomez,john.gomez413@gmail.com,9.72E+11,Fujairah,UAE,Residential,N/A,24/08/2025 0:00,N/A,N/A,Website/Desktop,N/A
1764,Sam Ali,sam.ali320@outlook.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,15/08/2025 0:00,N/A,N/A,Website/Desktop,N/A
2122,Sam Ali,sam.ali707@hotmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,02/07/2025 0:00,N/A,N/A,Facebook,N/A
2130,Sara Gomez,sara.gomez486@yahoo.com,9.72E+11,Ajman,UAE,Residential,N/A,06/09/2023 0:00,N/A,N/A,Facebook,N/A
2250,Emma Sharma,emma.sharma284@hotmail.com,9.72E+11,Fujairah,UAE,Residential,N/A,02/12/2025 0:00,N/A,N/A,Facebook,N/A
CUST0002,Said Mohamed,said.mohamed927@outlook.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S006,10/06/2024 0:00,N/A,N/A,SalesTeam,Noura
CUST0061,Ahmed Fardan,ahmed.fardan42@outlook.com,9.72E+11,Abu Dhabi,UAE,Residential,S007,21/04/2025 0:00,N/A,N/A,SalesTeam,Bilal
CUST0150,Rania Hussain,rania.hussain456@gmail.com,9.72E+11,Ajman,UAE,Residential,S019,21/08/2024 0:00,N/A,N/A,SalesTeam,Tariq
CUST0330,Noor Ali,noor.ali498@yahoo.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S015,15/05/2025 0:00,N/A,N/A,SalesTeam,Zaid
CUST0491,Hala Saeed,hala.saeed490@yahoo.com,9.72E+11,Umm Al Quwain,UAE,Residential,S002,05/12/2024 0:00,N/A,N/A,SalesTeam,Sameer
CUST0595,Fatima Yacoub,fatima.yacoub369@outlook.com,9.72E+11,Ajman,UAE,Residential,S020,09/10/2023 0:00,N/A,N/A,SalesTeam,Hana
CUST0788,Hala Nasser,hala.nasser85@yahoo.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S008,24/04/2023 0:00,N/A,N/A,SalesTeam,Haya
CUST0806,Sara Mohamed,sara.mohamed713@hotmail.com,9.72E+11,Ajman,UAE,Residential,S004,02/07/2023 0:00,N/A,N/A,SalesTeam,Rohit
CUST0809,Yusuf Mohamed,yusuf.mohamed47@yahoo.com,9.72E+11,Sharjah,UAE,Residential,S020,10/05/2024 0:00,N/A,N/A,SalesTeam,Hana
1338,Aisha Sharma,aisha.sharma97@yahoo.com,9.72E+11,Ajman,UAE,Residential,N/A,25/06/2024 0:00,N/A,N/A,Web/App,N/A
1511,Ahmed Khan,ahmed.khan318@hotmail.com,9.72E+11,Fujairah,UAE,Residential,N/A,17/01/2025 0:00,N/A,N/A,Website/Desktop,N/A
1523,Aisha Lee,aisha.lee292@outlook.com,9.72E+11,Ras Al Khaimah,UAE,Residential,N/A,28/11/2024 0:00,N/A,N/A,Website/Desktop,N/A
1638,Emma Sharma,emma.sharma29@outlook.com,9.72E+11,Ras Al Khaimah,UAE,Residential,N/A,13/08/2023 0:00,N/A,N/A,Website/Desktop,N/A
1772,Sofia Gomez,sofia.gomez682@yahoo.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,16/04/2025 0:00,N/A,N/A,Website/Desktop,N/A
2152,Priya Khan,priya.khan375@gmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,08/05/2025 0:00,N/A,N/A,Facebook,N/A
CUST0021,Noor Hashmi,noor.hashmi317@outlook.com,9.72E+11,Umm Al Quwain,UAE,Residential,S023,29/06/2023 0:00,N/A,N/A,SalesTeam,Saif
CUST0035,Mohammed Nasser,mohammed.nasser660@outlook.com,9.72E+11,Umm Al Quwain,UAE,Residential,S014,16/04/2024 0:00,N/A,N/A,SalesTeam,Yasmin
CUST0388,Ahmed Mohamed,ahmed.mohamed759@outlook.com,9.72E+11,Fujairah,UAE,Residential,S023,03/11/2023 0:00,N/A,N/A,SalesTeam,Saif
CUST0401,Fatima Nasser,fatima.nasser725@gmail.com,9.72E+11,Sharjah,UAE,Residential,S015,04/03/2025 0:00,N/A,N/A,SalesTeam,Zaid
CUST0486,Omar Rahman,omar.rahman736@hotmail.com,9.72E+11,Ajman,UAE,Residential,S015,25/06/2023 0:00,N/A,N/A,SalesTeam,Zaid
CUST0575,Hala Saeed,hala.saeed25@hotmail.com,9.72E+11,Fujairah,UAE,Residential,S016,17/01/2023 0:00,N/A,N/A,SalesTeam,Leila
CUST0872,Fatima Rahman,fatima.rahman773@yahoo.com,9.72E+11,Fujairah,UAE,Residential,S006,01/07/2024 0:00,N/A,N/A,SalesTeam,Noura
1063,David Carter,david.carter685@hotmail.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,29/03/2024 0:00,N/A,N/A,Web/App,N/A
1370,Priya Patel,priya.patel562@outlook.com,9.72E+11,Sharjah,UAE,Residential,N/A,24/05/2025 0:00,N/A,N/A,Web/App,N/A
1419,Sofia Sharma,sofia.sharma283@gmail.com,9.72E+11,Ras Al Khaimah,UAE,Residential,N/A,03/09/2025 0:00,N/A,N/A,Web/App,N/A
1667,Sofia Sharma,sofia.sharma991@outlook.com,9.72E+11,Sharjah,UAE,Residential,N/A,31/03/2023 0:00,N/A,N/A,Website/Desktop,N/A
1811,Sam Ali,sam.ali789@hotmail.com,9.72E+11,Abu Dhabi,UAE,Residential,N/A,18/10/2023 0:00,N/A,N/A,Website/Desktop,N/A
1814,Ahmed Lee,ahmed.lee946@outlook.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,19/11/2024 0:00,N/A,N/A,Website/Desktop,N/A
CUST0045,Hala Mohamed,hala.mohamed664@yahoo.com,9.72E+11,Dubai,UAE,Residential,S019,06/05/2025 0:00,N/A,N/A,SalesTeam,Tariq
CUST0115,Aisha Rahman,aisha.rahman603@hotmail.com,9.72E+11,Dubai,UAE,Residential,S012,05/10/2023 0:00,N/A,N/A,SalesTeam,Aisha
CUST0312,Rania Hussain,rania.hussain225@outlook.com,9.72E+11,Dubai,UAE,Residential,S015,29/01/2025 0:00,N/A,N/A,SalesTeam,Zaid
CUST0503,Mohammed Ali,mohammed.ali892@hotmail.com,9.72E+11,Abu Dhabi,UAE,Residential,S014,07/09/2025 0:00,N/A,N/A,SalesTeam,Yasmin
CUST0571,Mohammed Mohamed,mohammed.mohamed331@gmail.com,9.72E+11,Abu Dhabi,UAE,Residential,S013,11/11/2023 0:00,N/A,N/A,SalesTeam,Rami
CUST0619,Omar Saeed,omar.saeed939@yahoo.com,9.72E+11,Ajman,UAE,Residential,S018,14/10/2025 0:00,N/A,N/A,SalesTeam,Noor
CUST0670,Yusuf Saeed,yusuf.saeed317@hotmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,S015,17/11/2023 0:00,N/A,N/A,SalesTeam,Zaid
CUST0843,Mohammed Mohamed,mohammed.mohamed395@gmail.com,9.72E+11,Abu Dhabi,UAE,Residential,S016,25/07/2025 0:00,N/A,N/A,SalesTeam,Leila
CUST0861,Fatima Mohamed,fatima.mohamed210@yahoo.com,9.72E+11,Sharjah,UAE,Residential,S001,05/12/2024 0:00,N/A,N/A,SalesTeam,Arun
1933,David Sharma,david.sharma731@outlook.com,9.72E+11,Ajman,UAE,Residential,N/A,20/03/2025 0:00,N/A,N/A,Website/Desktop,N/A
2032,David Watson,david.watson542@gmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,N/A,16/01/2025 0:00,N/A,N/A,Facebook,N/A
2117,Maria Ali,maria.ali662@hotmail.com,9.72E+11,Ajman,UAE,Residential,N/A,01/09/2025 0:00,N/A,N/A,Facebook,N/A
CUST0648,Rania Nasser,rania.nasser59@hotmail.com,9.72E+11,Fujairah,UAE,Residential,S006,30/09/2025 0:00,N/A,N/A,SalesTeam,Noura
1077,Sara Watson,sara.watson780@outlook.com,9.72E+11,Sharjah,UAE,Residential,N/A,06/08/2025 0:00,N/A,N/A,Web/App,N/A
1118,Leo Lee,leo.lee484@outlook.com,9.72E+11,Fujairah,UAE,Residential,N/A,27/10/2023 0:00,N/A,N/A,Web/App,N/A
1782,Michael Lee,michael.lee286@yahoo.com,9.72E+11,Ras Al Khaimah,UAE,Residential,N/A,21/11/2024 0:00,N/A,N/A,Website/Desktop,N/A
2047,Sofia Carter,sofia.carter813@outlook.com,9.72E+11,Fujairah,UAE,Residential,N/A,18/02/2023 0:00,N/A,N/A,Facebook,N/A
2069,David Gomez,david.gomez270@yahoo.com,9.72E+11,Sharjah,UAE,Residential,N/A,22/10/2025 0:00,N/A,N/A,Facebook,N/A
2219,Sam Gomez,sam.gomez736@gmail.com,9.72E+11,Dubai,UAE,Residential,N/A,28/03/2023 0:00,N/A,N/A,Facebook,N/A
CUST0093,Omar Ali,omar.ali456@gmail.com,9.72E+11,Sharjah,UAE,Residential,S001,15/12/2025 0:00,N/A,N/A,SalesTeam,Arun
CUST0156,Sara Yacoub,sara.yacoub232@yahoo.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S003,16/05/2025 0:00,N/A,N/A,SalesTeam,Fatima
CUST0169,Aisha Hashmi,aisha.hashmi240@gmail.com,9.72E+11,Ras Al Khaimah,UAE,Residential,S022,22/03/2023 0:00,N/A,N/A,SalesTeam,Lina
CUST0585,Sara Hashmi,sara.hashmi390@hotmail.com,9.72E+11,Abu Dhabi,UAE,Residential,S008,18/02/2024 0:00,N/A,N/A,SalesTeam,Haya
CUST0758,Said Hashmi,said.hashmi820@hotmail.com,9.72E+11,Umm Al Quwain,UAE,Residential,S013,16/07/2025 0:00,N/A,N/A,SalesTeam,Rami
CUST0762,Sara Hashmi,sara.hashmi778@hotmail.com,9.72E+11,Abu Dhabi,UAE,Residential,S019,12/01/2025 0:00,N/A,N/A,SalesTeam,Tariq
